"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"66","preexisting_vulnerability_score","mantika_label","1","Sebha","99% (98%-101%)",NA,0.975930379938538,1.00687598965691,NA,NA,NA
"67","preexisting_vulnerability_score","mantika_label","2","Sebha","1% (-1%-2%)",NA,-0.0072245786104924,0.0237061498102903,NA,NA,NA
"68","preexisting_vulnerability_score","mantika_label","3","Sebha","0%",NA,-0.000134793206230886,0.000846852410986848,NA,NA,NA
"69","preexisting_vulnerability_score","mantika_label","1","Sirt","85% (80%-90%)",NA,0.804481937796519,0.895871002597562,NA,NA,NA
"70","preexisting_vulnerability_score","mantika_label","2","Sirt","1% (0%-3%)",NA,-0.000686185111422374,0.0269295971557724,NA,NA,NA
"71","preexisting_vulnerability_score","mantika_label","3","Sirt","14% (9%-18%)",NA,0.0925470738796843,0.180856573681885,NA,NA,NA
"72","preexisting_vulnerability_score","mantika_label","1","Tripoli","90% (85%-95%)",NA,0.847986606980804,0.948566081140822,NA,NA,NA
"73","preexisting_vulnerability_score","mantika_label","2","Tripoli","2% (-1%-4%)",NA,-0.00573831293267468,0.0388780952477331,NA,NA,NA
"74","preexisting_vulnerability_score","mantika_label","3","Tripoli","9% (4%-13%)",NA,0.0391872436376165,0.131120285925699,NA,NA,NA
"75","preexisting_vulnerability_score","mantika_label","1","Ubari","87% (83%-91%)",NA,0.825910619726489,0.912804668244247,NA,NA,NA
"76","preexisting_vulnerability_score","mantika_label","2","Ubari","3% (0%-5%)",NA,0.0013933702183757,0.049309980166043,NA,NA,NA
"77","preexisting_vulnerability_score","mantika_label","3","Ubari","11% (7%-14%)",NA,0.068061723908458,0.142519637736388,NA,NA,NA
"78","preexisting_vulnerability_score","mantika_label","1","Wadi Ashshati","98% (96%-100%)",NA,0.95731505620447,1.00482098585048,NA,NA,NA
"79","preexisting_vulnerability_score","mantika_label","3","Wadi Ashshati","2% (0%-4%)",NA,-0.00482098585048329,0.0426849437955303,NA,NA,NA
"80","preexisting_vulnerability_score","mantika_label","1","Zwara","90% (85%-96%)",NA,0.85012371002641,0.95669225648131,NA,NA,NA
"81","preexisting_vulnerability_score","mantika_label","3","Zwara","10% (4%-15%)",NA,0.0433077435186903,0.14987628997359,NA,NA,NA
"82","impact_score","mantika_label","1","Al Jabal Al Gharbi","65% (58%-73%)",NA,0.578583690732891,0.729759761666841,NA,NA,1.34964442251405e-41
"83","impact_score","mantika_label","2","Al Jabal Al Gharbi","2% (0%-5%)",NA,0.00281195552216296,0.0462861198465884,NA,NA,1.34964442251405e-41
"84","impact_score","mantika_label","3","Al Jabal Al Gharbi","32% (25%-40%)",NA,0.246880649585881,0.395677822645637,NA,NA,1.34964442251405e-41
"85","impact_score","mantika_label","1","Aljfara","72% (63%-80%)",NA,0.6344432871838,0.802369540006526,NA,NA,1.34964442251405e-41
"86","impact_score","mantika_label","2","Aljfara","0% (0%-1%)",NA,0.00136524280160771,0.00568390292708132,NA,NA,1.34964442251405e-41
"87","impact_score","mantika_label","3","Aljfara","28% (19%-36%)",NA,0.19410872289797,0.362029304183015,NA,NA,1.34964442251405e-41
"88","impact_score","mantika_label","1","Aljufra","97% (97%-97%)",NA,0.969613843470321,0.973936290074759,NA,NA,1.34964442251405e-41
"89","impact_score","mantika_label","3","Aljufra","3% (3%-3%)",NA,0.0260637099252407,0.0303861565296788,NA,NA,1.34964442251405e-41
"90","impact_score","mantika_label","1","Alkufra","96% (95%-98%)",NA,0.945860878232349,0.98130348459259,NA,NA,1.34964442251405e-41
